make_model,location,price,body_type,type,warranty,mileage,gearbox,fuel_type,seller,engine_size,gears,co_emissions,drivetrain,extras,empty_weight,full_service_history,upholstery,previous_owner,energy_efficiency_class,age,power_kW,cons_avg,comfort_&_convenience_Package,entertainment_&_media_Package,safety_&_security_Package
Renault Clio,Germany,12990.0,Station wagon,Used,Yes,34082.0,Manual,Benzine,Dealer,898.0,5.0,136.0,Front,3,1063.0,Yes,Cloth,1.0,unefficient,2.0,66.0,5.0,Standard,Plus,Safety Premium Package
Renault Clio,Germany,14890.0,Station wagon,Used,No,41675.0,Automatic,Benzine,Dealer,1197.0,6.0,123.0,Front,6,1199.0,No,Part/Full Leather,1.0,unefficient,6.0,88.0,5.2,Standard,Standard,Safety Premium Package
Renault Clio,Germany,8980.0,Station wagon,Used,No,55569.0,Manual,Benzine,Dealer,1149.0,5.0,130.0,Front,3,1063.0,Yes,Cloth,1.0,unefficient,6.0,54.0,5.0,Standard,Standard,Safety Premium Package
Renault Clio,Germany,11950.0,Station wagon,Used,No,59800.0,Manual,Benzine,Dealer,898.0,5.0,121.5,Front,3,1063.0,No,Cloth,1.0,efficient,4.0,66.0,5.0,Standard,Standard,Safety Premium Package
Renault Megane,Germany,30710.0,Station wagon,Demonstration,No,9000.0,Automatic,Benzine,Dealer,1598.0,6.0,32.0,Front,3,1287.0,No,Cloth,1.0,efficient,1.0,116.0,1.4,Premium,Plus,Safety Premium Package
Renault Megane,Belgium,790.0,Station wagon,Used,No,256583.0,Manual,Diesel,Dealer,1461.0,6.0,124.0,Front,4,1335.0,No,Cloth,2.0,efficient,15.0,78.0,4.7,Standard,Standard,Safety Premium Plus Package
Renault Clio,Italy,10990.0,Station wagon,Used,Yes,106000.0,Manual,Diesel,Dealer,1461.0,6.0,108.0,Front,1,1063.0,Yes,Cloth,1.0,efficient,4.0,66.0,4.1,Premium,Plus,Safety Premium Package
Renault Clio,Netherlands,9950.0,Station wagon,Used,Yes,121280.0,Manual,Diesel,Dealer,1461.0,5.0,82.0,Front,2,1157.0,No,Cloth,1.0,efficient,4.0,66.0,3.2,Premium,Plus,Safety Premium Package
Renault Megane,Germany,12499.0,Station wagon,Used,No,97590.0,Manual,Benzine,Dealer,1197.0,6.0,120.0,Front,5,1287.0,No,Part/Full Leather,1.0,efficient,5.0,97.0,5.4,Premium,Plus,Safety Premium Package
Renault Megane,France,7990.0,Station wagon,Used,No,141882.0,Manual,Diesel,Dealer,1461.0,6.0,90.0,Front,2,1312.0,No,Part/Full Leather,1.0,efficient,6.0,81.0,3.5,Premium,Standard,Safety Standard Package
Renault Megane,Netherlands,11950.0,Station wagon,Used,No,163471.0,Manual,Benzine,Dealer,1330.0,6.0,117.0,Front,4,1279.0,Yes,Part/Full Leather,2.0,efficient,4.0,104.0,5.2,Premium,Plus,Safety Premium Package
Renault Clio,Austria,9450.0,Station wagon,Used,No,100000.0,Manual,Diesel,Dealer,1461.0,5.0,85.0,Front,2,1182.0,Yes,Cloth,1.0,efficient,7.0,66.0,6.6,Premium,Standard,Safety Premium Package
Renault Clio,Netherlands,6350.0,Station wagon,Used,No,178527.0,Manual,Diesel,Dealer,1461.0,5.0,82.0,Front,2,1096.0,Yes,Cloth,1.0,efficient,7.0,66.0,3.1,Standard,Standard,Safety Premium Package
Renault Clio,Netherlands,5750.0,Station wagon,Used,No,174680.0,Manual,Diesel,Dealer,1461.0,5.0,83.0,Front,3,1096.0,Yes,Cloth,1.0,efficient,8.0,66.0,3.2,Standard,Standard,Safety Premium Package
Renault Megane,Netherlands,12650.0,Station wagon,Used,Yes,107118.0,Manual,Diesel,Dealer,1461.0,6.0,95.0,Front,5,1287.0,Yes,Part/Full Leather,1.0,efficient,5.0,82.0,3.7,Premium,Plus,Safety Premium Package
Renault Megane,Netherlands,10950.0,Station wagon,Used,Yes,118815.0,Manual,Diesel,Dealer,1461.0,6.0,90.0,Front,3,1287.0,Yes,Cloth,2.0,efficient,6.0,82.0,3.5,Standard,Plus,Safety Premium Package
Renault Clio,Italy,10900.0,Station wagon,Used,No,86137.0,Manual,Diesel,Dealer,1461.0,5.0,85.0,Front,4,1260.0,No,Cloth,2.0,efficient,4.0,66.0,3.3,Premium,Plus,Safety Premium Package
Renault Clio,France,2990.0,Station wagon,Used,No,216000.0,Manual,Diesel,Dealer,1461.0,5.0,120.0,Front,1,1185.0,No,Cloth,2.0,unefficient,13.0,50.0,4.5,Standard,Standard,Safety Standard Package
Renault Clio,France,2990.0,Station wagon,Used,Yes,220000.0,Manual,Diesel,Dealer,1461.0,5.0,120.0,Front,1,1185.0,Yes,Cloth,2.0,unefficient,13.0,50.0,4.5,Standard,Standard,Safety Standard Package
Renault Clio,Belgium,13750.0,Station wagon,Used,Yes,77563.0,Automatic,Diesel,Dealer,1461.0,6.0,92.0,Front,3,1276.0,Yes,Cloth,1.0,unefficient,6.0,66.0,3.5,Standard,Standard,Safety Premium Package
Renault Clio,Netherlands,4445.0,Station wagon,Used,Yes,258670.0,Manual,Diesel,Dealer,1461.0,5.0,83.0,Front,4,1096.0,Yes,Cloth,4.0,efficient,8.0,66.0,3.2,Standard,Standard,Safety Premium Package
Renault Clio,Netherlands,9950.0,Station wagon,Used,Yes,99242.0,Manual,Diesel,Dealer,1461.0,5.0,82.0,Front,3,1157.0,Yes,Part/Full Leather,2.0,unefficient,5.0,66.0,3.2,Premium,Plus,Safety Premium Package
Renault Clio,Netherlands,4945.0,Station wagon,Used,No,141925.0,Manual,Diesel,Dealer,1461.0,5.0,94.0,Front,2,1094.0,Yes,Part/Full Leather,3.0,efficient,10.0,65.0,3.6,Standard,Standard,Safety Premium Package
Renault Megane,Austria,7790.0,Station wagon,Used,Yes,118000.0,Automatic,Diesel,Dealer,1461.0,6.0,114.0,Front,5,1486.0,No,Part/Full Leather,2.0,efficient,12.0,81.0,4.4,Standard,Standard,Safety Premium Package
Renault Megane,Netherlands,12749.0,Station wagon,Used,Yes,160182.0,Manual,Benzine,Dealer,1198.0,6.0,119.0,Front,3,1268.0,Yes,Cloth,1.0,efficient,5.0,97.0,5.3,Premium,Plus,Safety Premium Package
Renault Megane,Netherlands,11950.0,Station wagon,Used,Yes,150781.0,Manual,Diesel,Dealer,1461.0,6.0,95.0,Front,5,1287.0,Yes,Part/Full Leather,2.0,efficient,6.0,82.0,3.7,Premium,Plus,Safety Premium Package
Renault Megane,France,9299.0,Station wagon,Used,Yes,109184.0,Manual,Diesel,Dealer,1461.0,6.0,90.0,Front,3,1287.0,No,Part/Full Leather,1.0,unefficient,7.0,82.0,3.7,Standard,Standard,Safety Premium Package
Renault Megane,Netherlands,5250.0,Station wagon,Used,No,220277.0,Manual,Diesel,Dealer,1461.0,6.0,88.0,Front,3,1283.0,Yes,Part/Full Leather,2.0,efficient,9.0,81.0,3.4,Standard,Standard,Safety Premium Package
Renault Clio,Netherlands,9750.0,Station wagon,Used,Yes,112928.0,Manual,Diesel,Dealer,1461.0,5.0,82.0,Front,2,1157.0,Yes,Cloth,3.0,efficient,4.0,66.0,3.2,Premium,Plus,Safety Premium Package
Renault Clio,Netherlands,10950.0,Station wagon,Used,Yes,97530.0,Manual,Diesel,Dealer,1461.0,5.0,108.0,Front,2,1161.0,Yes,Cloth,1.0,efficient,3.0,66.0,4.0,Standard,Standard,Safety Premium Package
Renault Clio,Netherlands,2885.0,Station wagon,Used,No,301223.0,Manual,Diesel,Dealer,1461.0,5.0,94.0,Front,1,1094.0,Yes,Part/Full Leather,3.0,efficient,10.0,65.0,3.6,Standard,Standard,Safety Premium Package
Renault Megane,Netherlands,10950.0,Station wagon,Used,Yes,104214.0,Manual,Diesel,Dealer,1461.0,6.0,88.0,Front,4,1287.0,Yes,Cloth,3.0,efficient,6.0,82.0,3.4,Premium,Plus,Safety Premium Package
Renault Megane,Netherlands,2950.0,Station wagon,Used,Yes,297956.0,Manual,Diesel,Dealer,1461.0,5.0,116.0,Front,2,1282.0,Yes,Cloth,2.0,efficient,12.0,66.0,4.4,Standard,Standard,Safety Premium Package
Renault Megane,Netherlands,15900.0,Station wagon,Used,Yes,111728.0,Manual,Benzine,Dealer,1998.0,6.0,0.0,Front,5,1363.0,Yes,Part/Full Leather,1.0,unefficient,7.0,163.0,7.3,Premium,Standard,Safety Premium Package
Renault Megane,Netherlands,8450.0,Station wagon,Used,No,176775.0,Manual,Diesel,Dealer,1461.0,6.0,88.0,Front,3,1283.0,Yes,Part/Full Leather,1.0,unefficient,7.0,81.0,3.4,Standard,Standard,Safety Premium Package
Renault Megane,France,14990.0,Station wagon,Used,No,62177.0,Manual,Diesel,Dealer,1500.0,6.0,95.0,Front,1,1312.0,No,Part/Full Leather,1.0,efficient,4.0,81.0,3.7,Standard,Plus,Safety Premium Package
Renault Megane,Netherlands,15950.0,Station wagon,Used,Yes,80485.0,Manual,Diesel,Dealer,1461.0,6.0,104.0,Front,3,1342.0,Yes,Cloth,2.0,unefficient,3.0,85.0,3.9,Premium,Plus,Safety Premium Package
Renault Clio,Netherlands,8250.0,Station wagon,Used,Yes,154470.0,Manual,Diesel,Dealer,1461.0,5.0,82.0,Front,2,1160.0,No,Part/Full Leather,4.0,unefficient,5.0,66.0,3.2,Premium,Plus,Safety Premium Package
Renault Clio,France,11799.0,Station wagon,Used,No,61300.0,Automatic,Benzine,Dealer,1197.0,6.0,121.5,Front,2,1063.0,No,Part/Full Leather,1.0,efficient,7.0,66.0,5.0,Premium,Standard,Safety Premium Package
Renault Megane,Italy,7395.0,Station wagon,Used,Yes,180000.0,Manual,Diesel,Dealer,1461.0,6.0,110.0,Front,11,1364.0,No,Part/Full Leather,1.0,efficient,9.0,81.0,4.2,Premium,Plus,Safety Premium Package
Renault Megane,Netherlands,18950.0,Station wagon,Used,Yes,73606.0,Automatic,Benzine,Dealer,1618.0,6.0,134.0,Front,8,1405.0,Yes,Part/Full Leather,3.0,efficient,6.0,152.0,6.0,Premium,Plus,Safety Premium Package
Renault Megane,Netherlands,15950.0,Station wagon,Used,Yes,92525.0,Manual,Diesel,Dealer,1461.0,6.0,104.0,Front,2,1342.0,Yes,Cloth,2.0,unefficient,3.0,85.0,3.9,Premium,Plus,Safety Premium Package
Renault Clio,Netherlands,9750.0,Station wagon,Used,Yes,91861.0,Manual,Diesel,Dealer,1461.0,5.0,85.0,Front,4,1157.0,Yes,Cloth,3.0,unefficient,5.0,66.0,3.3,Premium,Plus,Safety Premium Package
Renault Megane,France,11790.0,Station wagon,Used,No,118161.0,Manual,Diesel,Dealer,1461.0,6.0,95.0,Front,2,1287.0,No,Cloth,1.0,efficient,4.0,81.0,3.7,Standard,Standard,Safety Premium Package
Renault Megane,Netherlands,14490.0,Station wagon,Used,Yes,125465.0,Manual,Benzine,Dealer,1198.0,6.0,119.0,Front,2,1268.0,No,Cloth,3.0,efficient,5.0,96.0,5.4,Standard,Plus,Safety Premium Package
Renault Megane,Netherlands,12950.0,Station wagon,Used,Yes,121957.0,Manual,Diesel,Dealer,1461.0,6.0,90.0,Front,4,1287.0,Yes,Cloth,1.0,efficient,5.0,82.0,3.5,Premium,Plus,Safety Premium Package
Renault Megane,Belgium,15250.0,Station wagon,Used,Yes,72537.0,Automatic,Diesel,Dealer,1461.0,6.0,95.0,Front,6,1395.0,Yes,Cloth,1.0,efficient,4.0,81.0,3.7,Standard,Plus,Safety Premium Package
Renault Megane,Italy,10904.0,Station wagon,Used,Yes,144500.0,Manual,Diesel,Dealer,1461.0,6.0,106.0,Front,2,1287.0,No,Cloth,2.0,unefficient,7.0,81.0,4.1,Standard,Standard,Safety Premium Package
Renault Megane,France,20499.0,Station wagon,Used,No,69516.0,Manual,Benzine,Dealer,1618.0,6.0,134.0,Front,4,1287.0,No,Cloth,3.0,efficient,6.0,85.0,5.4,Standard,Standard,Safety Premium Package
Renault Megane,France,16999.0,Station wagon,Used,No,58368.0,Manual,Benzine,Dealer,1198.0,6.0,122.0,Front,3,1287.0,No,Cloth,1.0,efficient,5.0,99.0,5.4,Standard,Plus,Safety Premium Package
Renault Megane,Netherlands,15750.0,Station wagon,Used,No,105512.0,Manual,Benzine,Dealer,1198.0,6.0,119.0,Front,1,1268.0,Yes,Part/Full Leather,1.0,efficient,4.0,96.0,5.3,Standard,Standard,Safety Premium Package
Renault Captur,Italy,14250.0,Station wagon,Used,Yes,107900.0,Manual,Diesel,Dealer,1461.0,5.0,111.0,Front,1,1245.0,No,Cloth,1.0,unefficient,3.0,66.0,4.2,Standard,Plus,Safety Premium Package
Renault Megane,Netherlands,13950.0,Station wagon,Used,Yes,121406.0,Manual,Diesel,Dealer,1461.0,6.0,90.0,Front,5,1287.0,No,Part/Full Leather,2.0,efficient,5.0,82.0,3.5,Premium,Plus,Safety Premium Package
Renault Clio,Netherlands,3950.0,Station wagon,Used,No,238853.0,Manual,Diesel,Dealer,1461.0,5.0,105.0,Front,3,1094.0,No,Cloth,2.0,efficient,10.0,55.0,4.0,Standard,Standard,Safety Standard Package
Renault Clio,France,12834.0,Station wagon,Used,No,65700.0,Automatic,Diesel,Dealer,1461.0,6.0,85.0,Front,1,1063.0,No,Cloth,1.0,efficient,4.0,66.0,3.3,Premium,Standard,Safety Premium Package
Renault Clio,Netherlands,8500.0,Station wagon,Used,Yes,99501.0,Manual,Diesel,Dealer,1461.0,5.0,82.0,Front,2,1160.0,Yes,Cloth,2.0,efficient,7.0,66.0,3.2,Premium,Standard,Safety Premium Package
Renault Clio,Netherlands,9950.0,Station wagon,Used,Yes,136124.0,Manual,Benzine,Dealer,898.0,5.0,104.0,Front,2,1030.0,Yes,Cloth,5.0,efficient,7.0,66.0,4.5,Standard,Standard,Safety Premium Package
Renault Clio,Netherlands,7450.0,Station wagon,Used,Yes,124935.0,Manual,Diesel,Dealer,1461.0,5.0,82.0,Front,2,1096.0,Yes,Cloth,9.0,efficient,7.0,66.0,3.1,Premium,Standard,Safety Premium Package
Renault Megane,Germany,6600.0,Station wagon,Used,No,196414.0,Manual,Diesel,Dealer,1461.0,6.0,0.0,Front,3,1287.0,No,Cloth,2.0,efficient,8.0,81.0,3.5,Standard,Standard,Safety Premium Package
Renault Megane,Netherlands,15885.0,Station wagon,Used,No,131090.0,Manual,Benzine,Dealer,1330.0,6.0,120.0,Front,4,1180.0,Yes,Part/Full Leather,1.0,unefficient,3.0,103.0,5.1,Standard,Standard,Safety Premium Package
Renault Megane,Italy,12500.0,Station wagon,Used,No,134000.0,Manual,Diesel,Dealer,1500.0,6.0,95.0,Front,1,1287.0,No,Cloth,1.0,efficient,4.0,81.0,3.7,Standard,Plus,Safety Premium Package
Renault Megane,Netherlands,12945.0,Station wagon,Used,No,131604.0,Manual,Diesel,Dealer,1461.0,6.0,95.0,Front,5,1287.0,No,Part/Full Leather,2.0,efficient,5.0,81.0,3.7,Standard,Plus,Safety Premium Package
Renault Clio,Spain,8590.0,Station wagon,Used,Yes,151015.0,Manual,Diesel,Dealer,1461.0,5.0,85.0,Front,3,1063.0,No,Cloth,1.0,efficient,4.0,55.0,4.0,Standard,Standard,Safety Standard Package
Renault Megane,Italy,19900.0,Station wagon,Used,No,43000.0,Manual,Diesel,Dealer,1461.0,5.0,102.0,Front,2,1287.0,Yes,Cloth,1.0,unefficient,3.0,85.0,4.3,Standard,Standard,Safety Premium Package
Renault Megane,Germany,16299.0,Station wagon,Used,No,85315.0,Automatic,Benzine,Dealer,1197.0,6.0,0.0,Front,6,1287.0,Yes,Cloth,1.0,efficient,6.0,97.0,5.4,Premium,Plus,Safety Premium Package
Renault Megane,Italy,13490.0,Station wagon,Used,No,99500.0,Automatic,Diesel,Dealer,1461.0,6.0,95.0,Front,3,1287.0,Yes,Cloth,1.0,efficient,4.0,81.0,3.7,Premium,Standard,Safety Premium Package
Renault Megane,Austria,3790.0,Station wagon,Used,No,173000.0,Manual,Diesel,Dealer,1461.0,5.0,125.0,Front,6,1235.0,No,Cloth,8.0,efficient,16.0,63.0,4.7,Standard,Standard,Safety Premium Package
Renault Clio,Netherlands,10940.0,Station wagon,Used,No,150396.0,Manual,Benzine,Dealer,1197.0,6.0,118.0,Front,4,1143.0,Yes,Part/Full Leather,1.0,unefficient,5.0,87.0,5.3,Premium,Standard,Safety Premium Package
Renault Megane,Netherlands,14850.0,Station wagon,Used,No,86324.0,Manual,Diesel,Dealer,1461.0,6.0,95.0,Front,5,1287.0,Yes,Part/Full Leather,1.0,efficient,4.0,82.0,3.7,Premium,Plus,Safety Premium Package
Renault Clio,Netherlands,10750.0,Station wagon,Used,No,139118.0,Manual,Benzine,Dealer,898.0,5.0,116.0,Front,3,1098.0,No,Cloth,3.0,efficient,3.0,66.0,5.1,Standard,Plus,Safety Premium Package
Renault Megane,Netherlands,11950.0,Station wagon,Used,Yes,146939.0,Manual,Diesel,Dealer,1461.0,6.0,90.0,Front,5,1287.0,Yes,Part/Full Leather,2.0,efficient,5.0,82.0,3.5,Premium,Plus,Safety Premium Package
Renault Megane,Italy,13999.0,Station wagon,Used,Yes,82213.0,Automatic,Diesel,Dealer,1461.0,6.0,95.0,Front,2,1325.0,No,Cloth,2.0,efficient,5.0,81.0,3.7,Standard,Plus,Safety Premium Package
Renault Megane,Netherlands,19950.0,Station wagon,Used,Yes,112385.0,Automatic,Benzine,Dealer,1330.0,6.0,128.0,Front,4,1290.0,Yes,Part/Full Leather,2.0,unefficient,3.0,104.0,5.6,Premium,Plus,Safety Premium Package
Renault Megane,Netherlands,10450.0,Station wagon,Used,No,133230.0,Manual,Diesel,Dealer,1461.0,6.0,93.0,Front,2,1231.0,Yes,Cloth,3.0,unefficient,7.0,82.0,3.6,Premium,Standard,Safety Premium Package
Renault Megane,Italy,13000.0,Station wagon,Used,No,144000.0,Automatic,Diesel,Private seller,1461.0,6.0,95.0,Front,3,1325.0,Yes,Part/Full Leather,2.0,efficient,5.0,81.0,3.7,Standard,Plus,Safety Standard Package
Renault Clio,Netherlands,10950.0,Station wagon,Used,Yes,85048.0,Manual,Diesel,Dealer,1461.0,5.0,82.0,Front,2,1157.0,Yes,Cloth,2.0,efficient,4.0,66.0,3.2,Standard,Plus,Safety Premium Package
Renault Megane,Netherlands,21950.0,Station wagon,Used,Yes,81339.0,Automatic,Benzine,Dealer,1618.0,6.0,134.0,Front,9,1405.0,Yes,Part/Full Leather,2.0,efficient,5.0,152.0,6.0,Premium,Plus,Safety Premium Package
Renault Megane,Netherlands,19950.0,Station wagon,Used,Yes,130728.0,Automatic,Benzine,Dealer,1330.0,6.0,131.0,Front,3,1314.0,No,Part/Full Leather,1.0,unefficient,3.0,118.0,5.7,Premium,Plus,Safety Premium Package
Renault Megane,Spain,21650.0,Station wagon,Used,Yes,9580.0,Manual,Benzine,Dealer,1461.0,6.0,120.0,Front,2,1287.0,No,Part/Full Leather,1.0,efficient,1.0,103.0,5.4,Standard,Plus,Safety Standard Package
Renault Megane,France,27990.0,Station wagon,Used,No,7.0,Automatic,Diesel,Dealer,1461.0,6.0,95.0,Front,5,1287.0,No,Part/Full Leather,1.0,efficient,1.0,81.0,3.7,Standard,Plus,Safety Premium Package
Renault Megane,Netherlands,16950.0,Station wagon,Used,Yes,133043.0,Automatic,Diesel,Dealer,1461.0,6.0,95.0,Front,7,1295.0,Yes,Part/Full Leather,1.0,efficient,5.0,82.0,3.7,Premium,Plus,Safety Premium Package
Renault Megane,Netherlands,11950.0,Station wagon,Used,Yes,144444.0,Manual,Diesel,Dealer,1461.0,6.0,90.0,Front,4,1287.0,No,Part/Full Leather,1.0,efficient,5.0,82.0,3.5,Standard,Plus,Safety Premium Package
Renault Megane,Germany,17488.0,Station wagon,Used,No,24577.0,Manual,Benzine,Dealer,1332.0,6.0,139.0,Front,3,1362.0,No,Part/Full Leather,1.0,unefficient,3.0,103.0,4.05,Standard,Plus,Safety Premium Package
Renault Megane,Italy,15370.0,Station wagon,Used,Yes,59620.0,Manual,Diesel,Dealer,1461.0,6.0,95.0,Front,1,1287.0,No,Cloth,2.0,efficient,4.0,81.0,3.7,Standard,Standard,Safety Premium Package
Renault Clio,Netherlands,9950.0,Station wagon,Used,Yes,104832.0,Manual,Diesel,Dealer,1461.0,5.0,82.0,Front,3,1157.0,Yes,Cloth,2.0,unefficient,5.0,66.0,3.2,Premium,Plus,Safety Premium Package
Renault Megane,Netherlands,13950.0,Station wagon,Used,Yes,123622.0,Manual,Diesel,Dealer,1461.0,6.0,90.0,Front,3,1287.0,Yes,Cloth,2.0,unefficient,3.0,82.0,3.5,Premium,Plus,Safety Premium Package
Renault Megane,Netherlands,12495.0,Station wagon,Used,No,86986.0,Manual,Benzine,Dealer,1198.0,6.0,124.0,Front,3,1259.0,Yes,Part/Full Leather,1.0,efficient,8.0,97.0,5.4,Standard,Standard,Safety Premium Package
Renault Megane,Netherlands,14250.0,Station wagon,Used,Yes,152521.0,Manual,Diesel,Dealer,1461.0,6.0,90.0,Front,3,1287.0,Yes,Cloth,2.0,unefficient,3.0,82.0,3.5,Premium,Plus,Safety Premium Package
Renault Megane,Netherlands,13885.0,Station wagon,Used,No,117242.0,Manual,Benzine,Dealer,1197.0,6.0,119.0,Front,2,1268.0,Yes,Cloth,2.0,efficient,5.0,97.0,5.3,Standard,Standard,Safety Premium Package
Renault Clio,Netherlands,12950.0,Station wagon,Used,Yes,65745.0,Manual,Benzine,Dealer,898.0,5.0,104.0,Front,2,1063.0,Yes,Cloth,2.0,efficient,4.0,66.0,4.6,Premium,Plus,Safety Premium Package
Renault Megane,Netherlands,25190.0,Station wagon,Used,Yes,55101.0,Automatic,Benzine,Dealer,1618.0,7.0,134.0,Front,8,1405.0,Yes,Part/Full Leather,1.0,efficient,4.0,152.0,6.0,Premium,Plus,Safety Premium Package
Renault Megane,Spain,7950.0,Station wagon,Used,Yes,140000.0,Manual,Diesel,Dealer,1598.0,6.0,95.0,Front,2,1320.0,No,Part/Full Leather,2.0,unefficient,10.0,96.0,4.0,Standard,Standard,Safety Premium Package
Renault Megane,Netherlands,16350.0,Station wagon,Used,Yes,65446.0,Manual,Benzine,Dealer,1330.0,6.0,117.0,Front,4,1279.0,Yes,Cloth,1.0,efficient,4.0,104.0,5.2,Premium,Plus,Safety Premium Package
Renault Megane,Netherlands,13950.0,Station wagon,Used,Yes,83220.0,Manual,Diesel,Dealer,1461.0,6.0,90.0,Front,4,1287.0,Yes,Cloth,3.0,efficient,4.0,82.0,3.5,Premium,Plus,Safety Premium Package
Renault Megane,Netherlands,12950.0,Station wagon,Used,Yes,72927.0,Manual,Diesel,Dealer,1461.0,6.0,90.0,Front,3,1287.0,Yes,Cloth,2.0,efficient,6.0,82.0,3.5,Premium,Plus,Safety Premium Package
Renault Megane,Netherlands,18790.0,Station wagon,Used,Yes,108355.0,Automatic,Benzine,Dealer,1197.0,6.0,122.0,Front,4,1292.0,No,Part/Full Leather,2.0,efficient,5.0,96.0,5.4,Premium,Plus,Safety Premium Package
Renault Megane,Netherlands,14885.0,Station wagon,Used,No,113404.0,Manual,Benzine,Dealer,1197.0,6.0,119.0,Front,3,1268.0,Yes,Part/Full Leather,2.0,efficient,5.0,97.0,5.3,Standard,Standard,Safety Premium Package
Renault Megane,Netherlands,12950.0,Station wagon,Used,Yes,94338.0,Manual,Diesel,Dealer,1461.0,6.0,90.0,Front,4,1287.0,No,Cloth,2.0,efficient,4.0,82.0,3.5,Premium,Plus,Safety Premium Package
Renault Megane,Belgium,19490.0,Station wagon,Demonstration,Yes,54517.0,Manual,Diesel,Dealer,1461.0,6.0,103.0,Front,2,1287.0,No,Cloth,2.0,unefficient,2.0,85.0,3.7,Standard,Standard,Safety Standard Package
Renault Megane,Netherlands,18990.0,Station wagon,Used,Yes,94700.0,Manual,Benzine,Dealer,1198.0,6.0,119.0,Front,6,1268.0,Yes,Part/Full Leather,1.0,efficient,4.0,97.0,5.3,Premium,Plus,Safety Premium Package
Renault Clio,Italy,11900.0,Station wagon,Used,No,45399.0,Manual,Diesel,Dealer,1461.0,5.0,85.0,Front,1,1063.0,No,Cloth,1.0,efficient,4.0,55.0,3.3,Standard,Standard,Safety Premium Package
Renault Megane,France,23490.0,Station wagon,Used,Yes,3305.0,Manual,Diesel,Dealer,1461.0,6.0,95.0,Front,2,1287.0,No,Part/Full Leather,2.0,efficient,5.0,82.0,3.7,Standard,Standard,Safety Premium Package
Renault Megane,Spain,13900.0,Station wagon,Used,Yes,97800.0,Manual,Benzine,Dealer,1298.0,6.0,120.0,Front,1,1287.0,No,Part/Full Leather,1.0,efficient,4.0,103.0,5.4,Standard,Standard,Safety Premium Plus Package
Renault Megane,Spain,6990.0,Station wagon,Used,Yes,230000.0,Manual,Diesel,Dealer,1461.0,6.0,95.0,Front,2,1308.0,No,Part/Full Leather,1.0,efficient,8.0,81.0,3.5,Standard,Standard,Safety Premium Plus Package
Renault Megane,Spain,13790.0,Station wagon,Used,Yes,81000.0,Manual,Diesel,Dealer,1461.0,6.0,95.0,Front,2,1287.0,No,Part/Full Leather,1.0,efficient,4.0,81.0,3.7,Premium,Plus,Safety Premium Package
Renault Megane,Netherlands,13500.0,Station wagon,Used,Yes,132337.0,Manual,Diesel,Dealer,1461.0,6.0,90.0,Front,3,1287.0,No,Cloth,1.0,efficient,5.0,82.0,3.5,Premium,Plus,Safety Premium Package
Renault Megane,Germany,20890.0,Station wagon,Used,No,53400.0,Automatic,Benzine,Dealer,1618.0,6.0,0.0,4WD,7,1287.0,Yes,Part/Full Leather,2.0,efficient,4.0,151.0,5.4,Premium,Plus,Safety Premium Package
Renault Megane,Italy,16970.0,Station wagon,Used,Yes,49909.0,Automatic,Diesel,Dealer,1461.0,6.0,95.0,Front,3,1287.0,No,Cloth,1.0,efficient,5.0,81.0,3.7,Standard,Standard,Safety Premium Plus Package
Renault Megane,Netherlands,15790.0,Station wagon,Used,Yes,140840.0,Automatic,Diesel,Dealer,1461.0,6.0,95.0,Front,5,1295.0,No,Part/Full Leather,2.0,efficient,4.0,81.0,3.7,Premium,Plus,Safety Premium Package
Renault Clio,France,10490.0,Station wagon,Used,Yes,88049.0,Manual,Diesel,Dealer,1461.0,5.0,82.0,Front,2,1063.0,No,Cloth,2.0,efficient,4.0,66.0,3.2,Standard,Standard,Safety Premium Package
Renault Clio,Netherlands,11950.0,Station wagon,Used,Yes,87969.0,Manual,Benzine,Dealer,898.0,5.0,123.0,Front,3,1098.0,Yes,Cloth,2.0,efficient,3.0,66.0,5.1,Standard,Standard,Safety Premium Package
Renault Megane,Italy,16970.0,Station wagon,Used,Yes,49909.0,Automatic,Diesel,Dealer,1461.0,6.0,95.0,Front,3,1287.0,No,Cloth,1.0,efficient,5.0,81.0,3.7,Standard,Standard,Safety Premium Plus Package
Renault Clio,Netherlands,9950.0,Station wagon,Used,Yes,128985.0,Manual,Diesel,Dealer,1461.0,5.0,82.0,Front,3,1157.0,Yes,Cloth,2.0,unefficient,5.0,66.0,3.2,Standard,Plus,Safety Premium Package
Renault Clio,Netherlands,12900.0,Station wagon,Used,Yes,104110.0,Manual,Benzine,Dealer,898.0,5.0,104.0,Front,4,1063.0,Yes,Cloth,2.0,unefficient,5.0,66.0,4.6,Premium,Plus,Safety Premium Package
Renault Clio,France,11990.0,Station wagon,Used,No,107046.0,Manual,Diesel,Dealer,1461.0,5.0,85.0,Front,1,1063.0,No,Cloth,2.0,efficient,3.0,66.0,3.3,Premium,Standard,Safety Premium Package
Renault Megane,Netherlands,11890.0,Station wagon,Used,No,99556.0,Manual,Benzine,Dealer,1198.0,6.0,119.0,Front,2,1197.0,Yes,Cloth,1.0,efficient,6.0,85.0,5.3,Premium,Standard,Safety Premium Package
Renault Megane,Netherlands,14290.0,Station wagon,Used,No,82511.0,Manual,Benzine,Dealer,1198.0,6.0,124.0,Front,2,1290.0,No,Cloth,1.0,efficient,6.0,96.0,5.5,Premium,Standard,Safety Premium Package
